Date,Open,High,Low,Close,Adj Close,Volume
2004-08-19,2.4737354365031994,2.5741690854691477,2.3737974059468163,2.482146978378296,897427216,2.482146978378296
2004-08-20,2.4987204731158568,2.698351211098458,2.4861048179091636,2.6793036460876465,458857488,2.6793036460876465
2004-08-23,2.7396632406056924,2.8071961798130696,2.6976100195939625,2.706267833709717,366857939,2.706267833709717
2004-08-24,2.75178412557581,2.76068915586773,2.562048443861394,2.594207286834717,306396159,2.594207286834717
2004-08-25,2.596433027191337,2.67163537106293,2.569716753992065,2.622159957885742,184645512,2.622159957885742
2004-08-26,2.596185610284768,2.670397902318206,2.589011811430422,2.6694085597991943,142572401,2.6694085597991943
2004-08-27,2.674108613114946,2.6869724342490247,2.6144916077364946,2.625870704650879,124826132,2.625870704650879
2004-08-30,2.6043484676111937,2.6095440544570794,2.5234580039978027,2.5234580039978027,104429967,2.5234580039978027
2004-08-31,2.53063218384483,2.5655113601953596,2.527168774813275,2.5323634147644043,98825037,2.5323634147644043
2004-09-01,2.5405267344097617,2.5472058621285667,2.4655725524949648,2.4799203872680664,183633734,2.4799203872680664
2004-09-02,2.453698696685634,2.532363502296871,2.4475140036586374,2.5110890865325928,303810504,2.5110890865325928
2004-09-03,2.4972368588240657,2.516779096323428,2.4569146401122635,2.473982810974121,103538639,2.473982810974121
2004-09-07,2.4987203421613122,2.5232107100579584,2.4640883860659333,2.5128207206726074,117506800,2.5128207206726074
2004-09-08,2.4920412697484386,2.5486907180002323,2.486104977970934,2.530632257461548,100186120,2.530632257461548
2004-09-09,2.536321354904519,2.5407738697754674,2.498473439313741,2.530879497528076,81620792,2.530879497528076
2004-09-10,2.5133157730511146,2.63601319075319,2.5058945200775025,2.605586290359497,174804764,2.605586290359497
2004-09-13,2.63774412540179,2.6817767302322273,2.6335388281219636,2.6592657566070557,157628624,2.6592657566070557
2004-09-14,2.6580292120978917,2.7705840808638693,2.6417019837014135,2.7579684257507324,217608605,2.7579684257507324
2004-09-15,2.7349630413905537,2.8257488334741243,2.7260570643274065,2.7705843448638916,215279909,2.7705843448638916
2004-09-16,2.7789946436313597,2.8645857936475405,2.7619264727483204,2.8193166255950928,186207345,2.8193166255950928
2004-09-17,2.83044857887593,2.906392812728882,2.808926945396902,2.906392812728882,190350817,2.906392812728882
2004-09-20,2.8930342597150305,3.0080629672161043,2.888581744852673,2.952651262283325,213585582,2.952651262283325
